input_text,output_text
"This film is so bad. I mean, who commissions this stuff? And the costume designer deserves an award for making everyone look like they had just stepped out of 1983. A bloke puts a female wig on and fights....nuff said.",negative
"Dragon Fighter is the first Sci-Fi Channel (although I guess it's now called Syfy?) original movie I have ever seen. But I have seen one or two others since, and I can tell you that they were stupid, but this one really scrapes the bottom of the barrel. The CGI is done poorly, the acting is bad, the script is ridiculous, and what happens at the very end is unexpected and out of place (if you have seen Dragon Fighter, you probably know what I mean; I didn't want to put a spoiler in my review). Plus, there was this one musical tune that was used in pretty much every single dangerous sequence. That was really stupid; they just played it over and over. And it's definitely not original; I know I've heard that somewhere before (I just can't remember where). This is one to avoid.",negative
"Request you to not watch this movie... It starts with a promise and as it goes on you crave for the movie to end... Predictable,not entertaining at all,wasted movie... Save your time and watch better thrillers.... The synopsis sounds good and that is why I watched the movie... But it was way too predictable with nothing to give you a start... No great suspense.. no great direction... nothing phenomenal with the acting... shy away from this... low rating... Nothing to write about this movie so I am filling up the remaining lines of text so you can imagine how much a time waster this movie is...really irritated at how good a premise that was and how bad a screenplay was written out of it...",negative
At first i thought that it was just about Eddie Murphy talking to some stupid animals. I was right. Some people called this movie Eddie Murphy's comeback! Who are these people? Jesus if this is the best he can come up with he can just stay away. What was the story again? I was so annoyed by all the lame jokes i forgot. I should have walked out on this one.,negative
"I'm from Phoenix city and the first time i saw this movie and read the book it only confirmed the stories i had heard all of my life. i asked my grandfather about the mob and he told me that when he got back from fighting in the pacific theatre he started up a CPA firm that is know the largest in the Columbus area. when he was just starting out he was asked by the mob to do financial work for them, but he said that he gently declined. even when the FBI and army came through Phoenix city and cleaned it up my grandfather wouldn't take it lightly when my mom, aunt, or uncle went across the river, but i assure you all of that is over now. the downtown area of Phoenix city is in need of restoration and it has slums by the courthouse where all of the shooting STILL OCCASIONALLY takes place over angry, uneducated, low socio-economic people, and the 14th street Phoenix-eagle bridge has been shut down for a solid 15 years and replaced by a newer 13th street bridge, but on the more fair side of Phoenix city on summerville rd. it is very quaint and the scenery depressing. another incident was told to me by my best friend's family from high school that lives in a nothing spot on hwy 165 called Holy Trinity, Alabama, which is about 28 minutes outside of Columbus, Ga. my best friend in high school's uncle was a man that went by the name of Old Man Davis. regardless of how the movie goes, that fact is that there were 3 bosses and Old Man Davis was one of them...you can even read about him in the original book. legend has it that he was so cold-blooded that he went to downtown Phoenix city to make a deal with a man, but apparently the man backed out on the deal right in front of Old Man Davis, so the Old Man Davis proceeded to take a sawed off shotgun out of his coat and shoot the man in the chest in the middle of town by the courthouse. they say he even walked off nonchalantly because the mob had paid off every law enforcement official in town so he had nothing to worry about. another incident is about a bridge that another one of my friends owns a rental house next to in downtown Phoenix city. it is the same bridge that the mob killed and threw a black man off of, and you can even read that part in the book. i also would like to as that in many columbus and Phoenix city civilians were asked to be extras in the movie. when the patterson's friend is murdered and brought to trial and proved guilty in front of the judge but still set free, well, the judge is my fathers partner in his law firm in columbus, who unfortunatlly is deceased.",positive
"... I am left with little choice but to employ it at least once during the course of my review of Respiro. Among other things, what defines pretension is in my opinion a lack of emotional sincerity on the author's part. Respiro seems made with an all too contrived and self-aware intent to be artistic, symbolic, spiritual, provocative, metaphorical... mythical, even. But luckily for all true artists out there, a predisposed formula to achieve artistic beauty and depth doesn't exist. Stunning natural locations (yes, these remote parts of Southern Italy look exotic even to most other Italians), pretty actors and some amusing, gutsy, spontaneous performances by a handful of attractive children won't elevate a substanceless movie beyond a pretty succession of images. Yet this insincere and vain, and ultimately hollow movie aches to be art, succeeding only to a very limited extent, perhaps in some cases by accident. I'll admit that the conceptually pompous ending does have a certain visual poetry to it. However, it's my belief that this was achieved in ways that had more to do with the beauty of the Lampedusa sea and the strong symbolic power of bathing and water (connecting it to so much that's mythical, mystical, religious, archetypical, etc) than with Crialese's talent. Valeria Golino is gratingly histrionic and affected in her performance as Grazia. For a mentally unstable woman from a humble and provincial background, she sure has a fashionable wardrobe. Her flattering, floaty floral dresses and attractive, sun-kissed beach hair could have graced the pages of any Vogue summer edition. The fact she was a ""nutcase"" could in a way have been nothing but a fashionable addition to her trendy demeanour and look - that's how skin-deep her ""condition"" seemed to me. Golino's two-dimensional stereotype of the innocent, natural child-woman misunderstood and oppressed by her backward community was tiresome and irritating at worse, while leaving me unmoved and indifferent at best. I agree with the reviewer from London who wrote that mental illness is very badly served by cinema - during the course of the entire movie we never really get a sense of Grazia's illness and have no idea what is actually wrong with her (other than her being a tiresome stereotype of a ""free spirit""). We don't know why she's given injections and is required to see a specialist in Milan. This generic way of writing mental illness is one of the main tell-tale signs of the movie's overall shallowness. Another fairly insulting aspect of Respiro is the quaintification of its location. I struggled to figure out whether this movie was supposed to be set in the present day or the past, seeing as it aimed to make even an admittedly backward part of Italy (by comparison) seem a dozen times quainter and more conveniently primitive than it actually is. Again, this smacks of shallowness and a complete lack of sincerity on Crialese's part. Some non-Italian viewers will gleefully lap up the picturesque backwardness, the clich? of the possessive, macho Italian man as if it were common-place, so keen will they be to continue viewing my country as one culturally stranded sometime in the 1950s (the question I'd like to ask David Ferguson, the reviewer from Dallas, Texas is as follows: is YOUR country's mentality stuck in the 1950s? No? OK, then why should mine be?). Unfortunately for whoever still wishes to view Italy in such an anachronistic way, that aspect of Respiro is actually ridiculous and phoney even in the eyes of THIS Italian viewer. The subtly incestuous tension between Grazia and her eldest son was as tiresome and predictable as Fabrizio Bentivoglio's sexist-but-loving-husband routine. I especially loathed the scene in which Grazia joins her husband and male friend in some man-to-man banter over a bottle of beer, to her husband's macho embarrassment and displeasure. According to this movie, it isn't a woman's place to take part in a man's conversations. Ah, but our ""loveable"" ""free-spirit"" is too good for this place and doesn't understand the oppressive, unwritten rules of Lampedusan patriarchy! Not only does this scene depict something so fake, it should be enough on its own to discredit the entire movie's credibility. It also completely gets the wrong end of the stick of the culture it strives to depict, clearly showing that it was written without a clear understanding of the location or its population. I would challenge anyone who knows contemporary Italy to say otherwise. For a truly accomplished contemporary Italian filmmaker, one who in my opinion deserves to be listed among the greats of Italy's glorious cinematic past (which alas, isn't the shadow of its former self!), look no further than Gianni Amelio - especially Lamerica, Cos? Ridevano and his latest, La Stella Che Non C'?. Unlike most contemporary Italian cinema, sadly derivative and stagnant, Amelio's is a fresh and independently creative voice. Despite my scathing review of Respiro, I am now more than willing to believe that Crialese's latest Nuovomondo, now showing in Italian cinemas, will be a worthwhile one. I therefore look forwards to enjoying it, though it won't be overly shocking to me if I don't (considering my feelings for Respiro!).",negative
"Let me start by saying overall I enjoyed The Long Kiss Goodnight. I would give it a 7/10. The Good: 1. Acting: Samuel L Jackson is entertaining in almost any role. In this movie he doesn't play his usual character, the type that is in control, instead Geena Davis is in control and Sam is along for the ride. His timing on his lines are great and he is the high point of the movie. Geena Davis also gives a great preformance as Samantha Caine/Charlie Baltimore. She is a believable action hero and I don't think too many other actresses could pull off the preformance Geena Does. 2. The Action: This is a very action packed movie. Things are pretty much always crashing or blowing up or someone is chasing someone else. The special effects are pretty good especially for being almost 8 years old. I can see some green screen stuff but it doesn't detract too much from the acting. The Bad: 1. Why did it take half of the movie to set up the plot? This film needed to be edited in the script stage so that it didn't run as long as it did. Maybe a drama or something can run this long but people really need to be into the movie the entire time to sustain it. I think that if you can stick out the first half you will be pleseantly suprized the second half. 2. Geena Davis is cold weather and a tank top but she never seems cold. 3. Some things are unrealistic. Sam Jackson flies through a giant sign after he is blasted out of a room and then he lands in a tree and just gets up. When you see this part you will think it's a gag. overall fun movie 7/10",positive
"( HR is what Himesh is called in the movie, I think he likes it too. ) It's amazing how intelligent people, talented even fall in to the same trap. I really like Reshamiya. It's amazing what he has done. No one in recent years has come back from the wilderness and made a mark for himself. And I truly expected a great film ( What with the budget of 50 Cr and the cute actress ). As intense as Reshamiya is I thought, he would excel at a sentimental and an emotional role. Ironically he is depicted the same but for what care? Sheer incompetence, carelessness, awful acting, banal background music, insensitive direction make it a real pain. Blunders rule. ( Ex. How can German Police issue public instructions on a loud speaker in English? They communicate among themselves in English!) Unfortunately this incompetence has become the standard in main line Bollywood. There are some excellent directors but many a bad ones too. The worse thing is that the majority just doesn't care. Songs are the only saving grace... Please don't repeat this HR and find yourself a good director ( low budget.. No problem). The villain should really have shaved his head instead of the wig you know... after all it's a 50Cr movie.",negative
"Dreaming of Julia was the title of the original script, and was filmed in the summer of 2000 in Santo Domingo Republica Dominicana. To release the picture they change the original name to Cuba Libre. The director's cut was 3 and a half hours long. It was released on the festival of Bangkok in Thailand. It was the second film of Gael Garc?a Bernal (the first was Amores Perros) and the first of Juan Gerard as a Director. In the poster the names of Diana Bracho and Cecilia Suares does not appear. Diana plays the grandmother and Cecilia the mother of the kid. They are great actresses and they keep the story together specially Diana. Check her out in other things you would be surprised.",positive
"Most of the positive comments posted here are as verbose as the movie! It takes a long-winded bore to appreciate a wordy and boring film, one supposes. Some have merely called the film ""contemplative"", meaning slow and devoid of plot, however, one Dutch reviewer hit the nail on the head: this is an important event turned into a dull film whose tone is set in the very first scene. Here a young couple is being shown an apartment by a Realtor who, predictably, talks non-stop and regardless of what else is going on. So does just about every other character! The only silences in this picture are dream sequences--1930's Soviet propaganda snippets--and they are also its most interesting parts. This tells you something about how watchable the rest of the movie is. The device of filming most of the scenes in extreme closeup--as if one were looking through a crack in the blinds--gets old fast.",negative
"Freddy's Dead: The Final Nightmare (1991) was the last film to feature Freddy Krueger as a solo act (not as an entity or a co-star). The years of killing have taken a toll upon the town of Springwood. It has gotten to the point that the little city has become a virtual ghost town. The parents who killed Freddy Krueger so many years ago have all paid the ultimate price. Only the mad inhabit the town and the survivors are scattered everywhere. But that doesn't stop Freddy from seeking out his final revenge. No matter how they try to stop him, he always comes back for more. But this time he finds out a little more about his old life. Can the kids finally stop Freddy for good? What is this secret that is buried in Freddy's twisted mind? to find out you'll have to watch Freddy's Dead. the end was originally filmed in 3-D. A fitting way to end the franchise. Freddy learns something about himself and his perverted life and he gets to go out in a bang! Lisa Zane, Yaphet Kotto and Freddy Krueger star in this final installment. Rosanne, Tom Arnold and Johnny Depp make special appearances. A whole lot better than the last one but it's filled with a few dated jokes. If you enjoy the series then you don't want to miss out on this one. I have to recommend this movie for Freddy fans.",positive
"What can one say about any Wilder film other than they are the most human and real stories about people and what drives them, bugs them,haunts them. Billy created pictures like paintings that stand forever reflecting the human condition. He paints the good and the bad in all of us. He also paints with love. I can't imagine anyone having a list of greatest films without a Wilder film on it. They will last because they are true. I first saw this movie on TV in the 60s when I was a kid and I had to leave the room because I felt tears welling up in me and was embarrassed. Now I'm an old man and I still feel the tears welling but don't leave the room. I knew these people and loved them and grew up around them. Billy preserved them in this film and not in a 'greatest generation' way but in a most realistic way that preserved the power of the human spirit.",positive
"Pop quiz: you're a part of the modern armed forces in peacetime on routine manoeuvres and you find yourself thrown back in time with a chance to change history. What do you do? Well, if you're a Hollywood studio, you change the Japanese G.I.s in G.I. Samurai (aka Timeslip) to the crew of an American aircraft carrier, have them debate stopping the attack on Pearl Harbour for 90 minutes and then go home and hope that no-one reminds you that Japan did it first and with more balls in 1979 with this Sonny Chiba movie. But unlike its Hollywood counterpart The Final Countdown, this sees its premise through: thrown back 400 years into the Japanese feudal wars, its peacetime soldiers decide that their best hope of getting back lies in provoking history by trying to change it by joining with a warlord to conquer the country ? cue lots of tank and helicopter vs. samurai action, including a very impressive unrelenting 25 minute battle sequence featuring a cast of thousands inflicting serious damage on each other. And yes, there are decapitations. Of course, things don't go as planned, and even superior firepower doesn't stand up as well as hoped to thousands of soldiers. Even before that, the soldiers are falling out with each other into those who want to go home, those who want to go to war and those who want to rape and pillage for the Hell of it. Impressively directed and surprisingly well thought through, the soft rock and country and western songs are sometimes a distraction, especially when they feature English lyrics sung by Japanese singers who audibly can't pronounce the words let alone speak the language, but it's a forgivable flaw in a surprisingly good sci-fi actioner. Optimum's UK DVD is a good transfer of the uncut 138-minute version.",positive
"Skip all the subjective ""this is a great film"" reviews and read the IMDB trailer or the back the KINO videobox (which includes both versions of this flick) which I'll paraphrase: ""To the tune of sci-fi score by George Antheil, the camera goes on a sleepwalk through B-Movie hell, all photographed by Will Thompson (who did 'Plan 9 from outer space' & 'Maniac')."" You don't know whether to laugh AT the film or WITH it. So if you like self-produced B or C-grade noir-wannabe actors and effects with pretensions of surrealism, this could be for you! Otherwise, get a copy of ""Screamplay"", a modern low-budget expressionist masterpiece.",negative
"An extra is called upon to play a general in a movie about the Russian Revolution. However, he is not any ordinary extra. He is Serguis Alexander, former commanding general of the Russia armies who is now being forced to relive the same scene, which he suffered professional and personal tragedy in, to satisfy the director who was once a revolutionist in Russia and was humiliated by Alexander. It can now be the time for this broken man to finally ""win"" his penultimate battle. This is one powerful movie with meticulous direction by Von Sternberg, providing the greatest irony in Alexander's character in every way he can. Jannings deserved his Oscar for the role with a very moving performance playing the general at his peak and at his deepest valley. Powell lends a sinister support as the revenge minded director and Brent is perfect in her role with her face and movements showing so much expression as Jannings' love. All around brilliance. Rating, 10.",positive
"You'd think a movie about incestuous sisters who eventually murder their employer couldn't help but be gripping, but then you'd be wrong. There is no plot. There is no character development. There is no redeeming visual beauty. This movie is a waste of time. The exploration of how the relationship between the sisters develops is nil, their sexuality is never anything but a grotesque, the class relationships are glossed over, and employer is a silly caricature. Ponderous silences and period clothing do not equal depth of meaning.",negative
"A sweet little movie which would not even offend your Grandmother, ""Saving Grace"" seems cut from the same cloth as a half-dozen other British comedies over the past two years...underdog is faced with adversity, finds the strength to challenge and learns something about him/herself in the process. Widowed and thus broke, Grace is a master gardener, and is enlisted to help her friend/employee Matthew grow his pot plant. He's been doing it all wrong, so Grace helps him out. They realize that she is the perfect person to harvest pot, which they can both benefit from. He enjoys smoking, she needs to raise funds to pay her mortgage. Highlight is Grace travelling to London to deal some of her merchandise, dressed in what looks like the white suit John Travolta wore in ""Saturday Night Fever"" and therefore sticking out like a sore thumb. Blethyn is always watchable, and you can't say that about a lot of people..well, I can't, anyway. Ferguson is very good, and Tcheky Karyo, who I liked in ""La Femme Nikita"", is memorable. Not profoundly moving or insightful, but immensely entertaining, and at a brisk 90 minutes, feels like a walk with friends. 8/10.",positive
"First off, Mexican Werewolf in Texas' title is misleading as many others have pointed out. It is actually about El Chupacabra, which is a similar creature to a werewolf, but by no means the same. The production and editing just plain suck. When it was over, I probably wouldn't be able to give a very accurate description of what exactly the Chupacabra looked like, for whenever it was in a scene(despite one or two exceptions) the camera turned all shaky and you could only see the monster's face clearly. The special effects were laughably bad, but that has to be expected from a low budget horror movie. Along with the terrible production comes the bad actors. Now a couple give fairly plausible performances(Erika Fay and Martine Hughes), but then there were the bad actors(everybody else), who seemed to have no emotions whatsoever when people died. Then there's the absolutely terrible actor(Sara Erikson), who gives one of the 2 worst performances I've ever seen in a movie. I mean my god, she was indescribably bad. The plot was very simple. Basically, a Chupacabra is in a small Texan town killing off local residents and a group of teens look to stop it. However, even with the plot being this simple, a few plot holes managed to leak through. Anyways, horrible movie. However, if you are looking for a movie to make fun of and laugh at with your friends one night, this would be a pretty good one. My friends and I had a good time watching this. Probably the 2nd worst movie I've ever seen, 1/10. Awful.",negative
"This film could have been a decent re-make, and gosh knows it tried (or Ms. English tried). Assembling talented actors together with a successful & experienced writer/director should be a formula for a decent film. But Ms. English's experience - according to her IMDb bio - is exclusively limited to television work, and it is glaringly obvious throughout this film. I am surprised that none of the reviews I have read mention what I found most unlikeable about this film, and what kept it from reaching even a portion of its potential: it looked and felt like it was made for television. To give some credit to Ms. English, many of the jokes that simply did NOT work on a movie screen would have been terrific on TV (and maybe a laugh track would have helped). So much of the camera usage and the lighting would have played out fine on TV but looked awkward or odd on a big screen. If the whole film had been chopped up into a mini-series or a sit-com, I think it could have worked. But this is cinema and sadly Ms. English's talents didn't translate. I cringed at so many different points in my embarrassment for the actors & the writers that I felt like I came out of the theater half shriveled! Meg Ryan is her usual perky, cute self (except for the awful plastic surgery she has had on her face), but where did she have a chance to use her talent?! She has made films where she doesn't recreate her stereo-typed role and done them well... but not here. Annette Bening seemed to simply go through the motions - such a great talent and yet such a poor performance! I enjoyed the other women characters but they were more caricature than substance, and it was sad to see. What worked in this film in the 1930s doesn't translate to the 2000s, and no one helped Ms. English get the changes & updates or subtleties right. If only she (as writer, director AND producer) had reached out for some assistance, I think it could have been good. But it was not. It's so frustrating to go to a movie that has good stars and a good writer or director and come away feeling it was a waste of everyone's time & money! This New Yorker cartoon I saw yesterday is appropriate: A few movie execs are having a meeting & the caption reads: ""Let's remake a classic with worse everything!""",negative
"It may (or may not) be considered interesting that the only reason I really checked out this movie in the first place was because I wanted to see the performance of the man who beat out Humphrey Bogart in his CASABLANCA (10/10 role for the Best Actor Oscar. (I still would have given the Oscar to Bogie, but Paul Lukas did do a great job and deserved the nomination, at least.) Well, I'm glad I did check this movie out, because I enjoyed it immensely. I think the movie did preach a little, but not only did I not mind, I enjoyed the speeches and was never bored with them. The acting was outstanding in this movie. I especially enjoyed Paul Lukas, Lucile Watson (rightfully nominated for an Oscar), Bette Davis (wrongfully not nominated), George Coulouris and, oddly, Eric Roberts, who plays the middle child. I really enjoyed his character: an odd-looking boy who talks like some sort of philosopher. He just cracks me up. Even the characters name (Bodo) is funny. The ending, in which Lukas's character was forced to do something he considered wrong even though he was doing it for all the right reasons, worked for me as well. I agreed with why he felt he had to what he did, and I understood why he couldn't quite explain it. The message this movie makes is a good and noble one, the scenery (meaning the house) is beautiful, and the acting is the excellent. Watch this movie if you ever get a chance. 9/10",positive
"This is my favourite movie of all time. And I always think of it as John Huston's requiem. I must have seen it at least 20 times and never tire of it. The mood, the script, the singing, the dinner, it is like being invited into someone's home and observing the events and not able to participate even though you want to... It is a rare treasure, this movie and I cannot write enough praise for it. It is cast incredibly well, with quite a few Abbey Theatre faces and also the wonderful tenor voice of Frank Patterson. Lady Gregory's poem recited in the movie is one of the most moving ever written. Anjelica's scene walking down the stairs as she listens to the song is one of the best performances every seen on film. I cry every time I see it..for all the right reasons. We have all had love lost at an early age and weep for our young hopeful selves. Donal McCann acted in far too few movies for my liking, he just loved stage work and stuck to it, and it is our loss that we do not have more of his performances on film as he does so much with this delicate role by expression and the portrayal of a deep love for his wife that will never be reciprocated and he conveys such inner sadness at knowing this. If you want your movies action and plot packed avoid this, there really is no beginning, middle or end just a lens onto the characters at a dinner party in Dublin 80 years ago and all the little nuances and shadings of the personalities portrayed so beautifully. Bravo to all who were involved in this production. 10 out of 10.",positive
"Police Squad! (1982) was a funny show that ended too soon. But I guess it had it's run before it got too repetitive and unfunny like so many American television shows. The geniuses behind this funny show were the team of Zucker, Abrahams and Zucker. Every since his straight act in the comedy hit AIRPLANE!, Leslie Nielsen has found a new career as a comedian. In this short lived t.v. series he had the chance to play the straight man in a wacky comedy once more. The bizarre titles to each episode gave away the ending. But Lt. Drebrin (Leslie Nielsen) got into so many weird cases that they have to be seen to be believed. Tooo bad they never released this on D.V.D. If a show needed to be re-released it would have to be this one. A whole new generation is waiting to see this show! Highly recommended!",positive
"So I had heard from a few people that this film had brought them to tears in the theater. As I watched it for the first time I was expecting another romantic, tear-jerking Barbra Streisand film; Something like The Way We Were. I was certainly wrong. The chemistry between the two main characters, Esther Hoffman and her John Howard, was nonexistent, making it impossible to get attached to the characters. There wasn't anything romantic about it. Streisand's character fell for an alcoholic drug addict who couldn't sing a single note without making me want to hit the fast-forward button. At one point her character finds her husband in bed with another woman and she forgives him about five minutes later. There's nothing romantic about a deadbeat rock star and a woman who can't seem to realize it until he actually dies. Parts of the movie seemed to drag on and on, and I kept asking myself when it was going to end. The death of John Howard was completely predictable. There was totally obvious foreshadowing of his reckless behavior early on in the movie, and when he died I felt no emotion whatsoever. It wasn't a tragic accident, it was him basically being an idiot. Not to mention throughout the movie I was distracted by his hideous beard. The only parts of this movie worth seeing are the Streisand songs. The ending of the movie when she sings ""With One More Look At You/Watch Closely Now"" was my reason for giving this film a whopping 3/10. Those 7 minutes were the only part of the movie I actually felt an emotion other than irritation and anger.",negative
"Cecil B. deMille's 1922 parlor-to-prison tearjerker Manslaughter finds the lovely Leatrice Joy as a good-at-heart but decadent young lady with more money than she knows what to do with. Her recklessness leads to imprisonment, which in turn leads to her regeneration. Thomas Meighan is the crusading district attorney who has made it his personal crusade to bring out the goodness and wholesomeness in Lydia (Joy) but he gets sidetracked by alcohol and once she is released, it is up to her to rescue him! If the plot doesn't sound too bad, you'll be floored by the woeful presentation. The quality of deMille's direction is very low, and he does not show any particular skill that is unique to him. The photography is standard and flat, and the editing is hardly more dynamic. One could easily classify it as a fashion show and be pretty correct. DeMille gets to dress Miss Joy up in so many different types of clothes (evening gowns, golfing costumes, motoring costumes, piles of furs) that it's subtitle could be 'Fashions of 1922' One thing more disappointing than the photography or editing or the direction is the acting, which is mostly flat and wooden. When it is not, it is merely routine silent gesturing, rolling eye balls, twitching eye brows and deliberate pointing and arm movements. What would have been enlivened for modern viewers by mugging and scene chewing of some of the worst silent films, is here merely dull to watch. The only member of the cast who succeeds in any form of excellence is Lois Wilson, who is not only beautiful but is able to play her role naturally. She is convincing and endearing in tearful close-ups, as long as you don't read the moralizing title card that follows once she opens her mouth to speak. Like I said, everybody else is droningly routine, Joy, Meighan, even Julia Faye. Her performance here makes a good argument for why she never attained true stardom. The worst and most amusing part of this movie is the heavy moralistic tone that carries through all of it. Meighan's character has plenty of intertitles where he drones on about how the youth of America is declining in it's moral stance, and going right back to the decadence of Rome. (insert absurd flashback) This movie's moralizing has been described as Victorian, but it's further than that. It has so little bearing in reality that I have a feeling audiences at that time didn't take it any more seriously than modern viewers could. This movie is exactly what the unknowing tend to think of as a 'typical' silent movie, with it's archaic moral structure, wooden acting and bad direction. DeMille shows that he could be a terrible director, with no sense of pacing, camera placement, or skill in handling either script or actors. I can't imagine anybody in their right mind taking it seriously. Boring, slow and idiotic, I recommend it to hardcore silent movie dorks like myself only.",negative
"I attempted to watch this, and was highly disappointed. Don't expect intelligent and insightful humor ala Amy's brother David amidst this dreck... it is the polar opposite. But if you're into poop, fart and boner jokes, you'll be in seventh heaven. This is bathroom humor aimed, I assume, at those who've had several bongs, which can only explain why many ecstatic reviewers have heralded this crap as ""the best television writing ever."" I assume that those who hate such simpleton humor were unable to watch long enough to care to submit a review, but I am just sending out a warning shot to those unaware viewers who are looking for high-end comedy. The characters overact. The shock factor is set to 10. And the laughs are set to zero (unless, of course, you seek juvenile, low-brow humor.) I made it through 40 minutes, praying the whole time it would turn the corner toward worthwhile entertainment, but alas, it just got worse and worse. And beware of Amy's ever-present and hammy overbite expression - it will set your eyes rolling. It was nice to see cameos by recognizable comedic actors I enjoy, but I can only assume they agreed to participate as a favor to the Sedaris family. To those who loved it, I'm sorry... this is my opinion. It was so bad it inspired me to write my first review.",negative
"In all honesty, if someone told me the director of Lemony Snicket's Series of Unfortunate Events, City of Angels, and Caspers was going to do a neat little low budget indie film and that'd it be real good, I'd say that person must be joking. But that's what director Brad Siberling did. And it was really good. ""10 Items or Less"" has a similar conceit to films like ""Before Sunrise,"" ""Lost in Translation,"" or more recently ""Once."" It involves the chance meeting of two people who if serendipity didn't put them there, they'd probably never cross paths, or if they did, they wouldn't say word one to each other. Like those films, ""10 Items or Less"" focuses on the relationship that builds and how the characters come to understand each other and build on each other's strengths and weaknesses. The story involves Morgan Freeman, playing an unnamed actor who goes to research his role as a grocery store employee for an upcoming independent movie and because of things beyond his control, ends up spending the day with the lady in the 10 items or less lane played by Paz Vega. She has a rotten marriage and is hoping to land a new job as a secretary. Initially, Freeman's character just needs a lift home. After spending time with her, however, he wants to get to know her and maybe even offer her some advice. Brad Siberling builds the characters almost entirely through the exchanges between Freeman and Vega. The plot is merely a setup for these two characters to interact with each other for most of the film's 80 minute duration. Freeman has fun with his character, as he appears an outsider in lower class world that Vega's character, Scarlett, inhabits. Vega, in the meantime, grows beyond the stubborn checkout clerk upset with her life's situation looking to move on. There a couple things that really stood out in this film. First of all, Siberling has probably taken note from independent cinema to make sure the relationship is sincere and doesn't fall into any Hollywood pitfalls. It's a very mutual friendship that develops convincingly throughout the film. It works, even though the situation itself does seem a little inconceivable. I am also impressed with the performances. While Freeman's presence gives this film credibility from the get-go, he shows a certain amount of charm and fun not usually seen from him. Paz Vega, meanwhile, is priming herself for a breakthrough in US film sometime in the future. I loved her in Spanglish and she's equally good here as the tough, no-nonsense Scarlet. Towards the end of the film, she successfully conveys the growth of her character. I'm looking forward to seeing her in more films. Overall, 10 Items of Less functions best as a character piece, well scripted and directed by Brad Siberling. He hasn't done much writing and his feature film work has consisted mostly of big Hollywood films. Yet there's certainly an artist at work here and am anxious to see if he'll take this road again.",positive
"Last night I finished re-watching ""Jane Eyre"" (1983), the BBC mini-series adapted from Charlotte Bronte's Gothic romance novel which is deservingly a classic of English literature with Timothy Dalton (my favorite James Bond) as Mr. Edward Rochester and Zelah Clarke, as Jane Eyre, a poor orphaned 18-year-old girl, a governess at Mr. Rochester's estate, Thornfield. ""Jane Eyre"" has been one of my most beloved books since I was an 11-years-old girl and the friend of mine gave it to me with the words, ""This book is amazing"" and so it was and I have read it dozens of times and I am still not tired of it. Its beautiful language, refined, fragrant, and surprisingly fresh, the dialogs, and above all, two main characters, and the story of their impossible love have attracted many filmmakers. ""Jane Eyre"" has been adapted to TV and big screen many times, 18 according to IMDb. The actors as famous and marvelous as Joan Fontaine and Orson Welles, William Hurt and Charlotte Gainsbourg, George C. Scott and Susannah York, Ciar?n Hinds and Samantha Morton have played the couple that had overcome hundreds of obstacles made by society, laws, religion, by the differences in age, backgrounds, experiences, and by the fateful mistakes that would hunt one for many years. Of all these films I've only seen one, 300 minutes long BBC version from 1983 that follows the novel closely and where Timothy Dalton who frequently plays dark, brooding characters did not just play Edward Rochester brilliantly and with class, he WAS Mr. Rochester - sardonic, vibrant, the force of nature, powerful, passionate, sexy, and tormented master of Thornfield. Zelah Clarke was also convincing as sweet, gentle, intelligent and strong Jane who feels deeply and is full of passion mixed with clear reasoning, and quiet but firm willpower. Added on September 17, 2007: During the last two weeks, I've seen five ""Jane Eyre"" movies and it was a wonderful experience. There is something to admire in every adaptation of ""Jane Eyre"" even if not all of them are completely successful. This version is still my favorite ""Jane Eyre"" film.",positive
"Sorry, but aside from Kim Basinger doing a good job acting scared, this was one of the worst thrillers I've seen in awhile. Logic is thrown out as 4 young guys terrorize this woman outside a crowded mall then shoot a security guard. Yet no one seems to notice. Then, instead of screaming for help or racing back to the mall, she drives off and ends up in the middle of the woods with the guys in hot pursuit. I can't even describe how silly it is seeing this woman fleeing from 4 retarded thugs, carrying a red toolbox, screaming for God to come help her, and then having sex with one of them after brutally killing the others. Please trust me, this is bad and a bit tasteless as well.",negative
"A powerful adaptation of the best-selling book and the smash Broadway play about the lives of Bessie and Sadie Delany, two ""colored"" sisters who lived past the age of 100. Wonderfully played in their old age by Ruby Dee and Diahann Carroll, respectively, they tell their story in flashbacks to Amy Hill Hearth (played by Amy Madigan), a white New York Times reporter. The flashback and present-day scenes don't have as much inspirational value in them as in the book, but really are powerful. However, certain aspects of the sisters' lives, such as the inter-racial background of their mother and the reasons behind their father's stern personality are not presented clearly. You need to read the book to fully understand these things. Which is just as well, because the book's just as great! Aside from those flaws, it's wonderfully done and performed, especially by Dee and Carroll, and a very powerful and educational movie.",positive
